        Lenovo LOQ 2024 AMD Ryzen 5 7235HS 15.6" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/Office 21/3 Mon. Game Pass/Grey/2.4Kg), 83JC0031IN       ,58,990.,2025-01-01T13:50:08.581530600+05:30
        Lenovo LOQ 2024 AMD Ryzen 5 7235HS 15.6" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/Office 21/3 Mon. Game Pass/Grey/2.4Kg), 83JC0031IN       ,58,990.,2025-01-01T13:50:29.884005400+05:30
